Time,ID,Ax,Ay,Az,Gx,Gy,Gz,H,W
2026-05-07 18:19:22.413,5,-0.21,-0.33,1.26,-8.195,24.2464,-0.7018,175,75
2026-05-07 18:19:22.413,1,-0.63,1.4,-1.0,-9.123000000000001,-46.556599999999996,2.5608,175,75
2026-05-07 18:19:22.413,4,-0.42,-0.17,1.65,-0.6376000000000001,-7.103,7.1754,175,75
2026-05-07 18:19:22.418,3,-0.98,-1.08,0.09,8.1342,-8.029399999999999,-4.982799999999999,175,75
2026-05-07 18:19:22.430,2,-0.54,-0.15,-0.32,-25.7574,76.63640000000001,32.0062,175,75
2026-05-07 18:19:22.440,2,-0.33,-0.14,-0.02,-16.1874,143.6464,22.8662,175,75
2026-05-07 18:19:22.456,3,-0.89,-1.2,0.17,11.1842,2.2805999999999997,-8.1528,175,75
2026-05-07 18:19:22.456,1,-0.08,1.47,0.01,-7.173,-39.8566,2.6808,175,75
2026-05-07 18:19:22.456,4,-0.34,-0.01,1.53,-3.5676,-24.363,-5.5046,175,75
2026-05-07 18:19:22.461,1,-0.12,1.35,-0.48,-0.713,-0.9465999999999999,5.120800000000001,175,75
2026-05-07 18:19:22.461,3,-0.92,-1.05,0.31,10.764199999999999,2.9505999999999997,-8.4028,175,75
2026-05-07 18:19:22.471,2,0.18,-0.17,1.0,3.0226000000000006,124.1964,-5.5538000000000025,175,75
2026-05-07 18:19:22.471,4,-0.54,0.0,1.56,-12.0976,15.207,5.1053999999999995,175,75
2026-05-07 18:19:22.471,5,-0.18,-0.14,1.13,1.295,-20.523600000000002,-36.2218,175,75
2026-05-07 18:19:22.507,4,-0.52,-0.06,1.75,-23.0776,36.007,14.125399999999999,175,75
2026-05-07 18:19:22.507,4,-0.44,-0.12,1.77,-22.1676,18.927,12.3554,175,75
2026-05-07 18:19:22.507,1,-0.21,1.31,-0.28,-3.573,-13.2066,1.5208,175,75
2026-05-07 18:19:22.507,2,-0.01,-0.08,0.88,-34.047399999999996,-106.1736,17.0662,175,75
