Time,ID,Ax,Ay,Az,Gx,Gy,Gz,H,W
2026-05-09 16:13:16.676,5,-0.13,0.18,0.52,18.1522,-109.719,48.7992,175,75
2026-05-09 16:13:16.676,4,-0.02,0.9,1.36,9.235199999999999,77.5762,3.7493999999999996,175,75
2026-05-09 16:13:16.676,1,0.3,0.63,1.08,127.6236,-104.59140000000001,-80.06899999999999,175,75
2026-05-09 16:13:16.676,3,0.37,-0.5,1.09,183.13240000000002,75.80879999999999,66.504,175,75
2026-05-09 16:13:16.688,2,-0.46,0.64,0.53,5.041600000000001,45.022600000000004,9.9246,175,75
2026-05-09 16:13:16.688,4,0.03,1.02,1.46,3.315200000000001,59.9562,-3.8706,175,75
2026-05-09 16:13:16.688,3,0.14,-0.3,1.2,180.57240000000002,97.08879999999999,64.79400000000001,175,75
2026-05-09 16:13:16.688,2,-0.44,0.67,0.56,1.4416000000000007,47.4626,11.3346,175,75
2026-05-09 16:13:16.688,5,-0.01,0.15,0.31,15.6722,-131.769,39.4692,175,75
2026-05-09 16:13:16.701,3,0.07,-0.13,1.33,188.5624,111.72879999999999,61.994,175,75
2026-05-09 16:13:16.701,1,0.26,0.68,1.11,126.34360000000001,-102.8814,-81.899,175,75
2026-05-09 16:13:16.701,4,0.06,1.11,1.52,-1.4947999999999997,35.6862,-11.3706,175,75
2026-05-09 16:13:16.701,5,0.05,0.13,0.23,11.0422,-134.639,41.5392,175,75
2026-05-09 16:13:16.701,2,-0.43,0.69,0.61,-5.9284,44.9626,13.2846,175,75
2026-05-09 16:13:16.701,1,0.24,0.66,1.14,121.7136,-107.82140000000001,-80.12899999999999,175,75
2026-05-09 16:13:16.716,5,0.04,0.07,0.15,8.6922,-135.59900000000002,43.2992,175,75
2026-05-09 16:13:16.716,4,0.07,1.15,1.53,-2.5947999999999993,14.8262,-16.9806,175,75
2026-05-09 16:13:16.716,2,-0.43,0.69,0.66,-11.728399999999999,33.1926,13.5846,175,75
2026-05-09 16:13:16.716,1,0.22,0.63,1.15,113.23360000000001,-115.3814,-77.01899999999999,175,75
2026-05-09 16:13:16.716,3,0.32,0.07,1.53,172.2824,107.1588,54.12400000000001,175,75
2026-05-09 16:13:16.716,4,0.08,1.16,1.54,-2.104799999999999,-1.453800000000001,-21.680600000000002,175,75
2026-05-09 16:13:16.727,5,0.02,-0.05,-0.02,13.892199999999999,-139.389,46.1092,175,75
2026-05-09 16:13:16.727,2,-0.39,0.69,0.69,-11.9684,13.192600000000002,10.9646,175,75
2026-05-09 16:13:16.727,3,0.34,0.35,1.37,158.38240000000002,89.22879999999999,45.224000000000004,175,75
2026-05-09 16:13:16.737,5,0.01,-0.11,-0.17,26.6722,-149.18900000000002,66.6292,175,75
2026-05-09 16:13:16.737,1,0.29,0.69,1.15,100.5536,-132.76139999999998,-73.359,175,75
2026-05-09 16:13:16.737,3,0.19,0.76,1.28,150.0224,110.74879999999999,38.45400000000001,175,75
2026-05-09 16:13:16.737,5,0.1,-0.19,-0.29,41.4422,-159.799,84.9992,175,75
2026-05-09 16:13:16.749,1,0.39,0.71,1.15,90.8536,-131.60139999999998,-66.76899999999999,175,75
2026-05-09 16:13:16.749,3,0.31,1.0,1.34,135.0824,119.71879999999999,45.95400000000001,175,75
2026-05-09 16:13:16.749,2,-0.43,0.67,0.7,-8.488399999999999,-21.447399999999995,10.1746,175,75
2026-05-09 16:13:16.749,4,0.04,1.08,1.52,5.9452,-51.2038,-34.7806,175,75
2026-05-09 16:13:16.749,5,0.15,-0.18,-0.31,62.3022,-171.15900000000002,104.9692,175,75
2026-05-09 16:13:16.760,1,0.42,0.71,1.1,87.8636,-101.8514,-71.09899999999999,175,75
2026-05-09 16:13:16.760,2,-0.43,0.64,0.7,-6.238399999999999,-28.2774,8.8346,175,75
2026-05-09 16:13:16.760,5,0.14,-0.23,-0.46,87.1222,-184.809,119.9892,175,75
2026-05-09 16:13:16.760,4,0.01,1.02,1.5,12.5852,-68.2738,-38.3806,175,75
2026-05-09 16:13:16.760,3,-0.01,1.35,1.55,133.5624,114.9588,68.21400000000001,175,75
2026-05-09 16:13:16.771,1,0.12,0.79,0.68,75.12360000000001,-186.7214,-61.839000000000006,175,75
2026-05-09 16:13:16.771,2,-0.46,0.64,0.69,-1.4783999999999997,-22.477399999999996,9.0746,175,75
2026-05-09 16:13:16.771,5,0.1,-0.12,-0.53,93.5622,-203.049,126.9992,175,75
2026-05-09 16:13:16.771,3,0.01,1.14,1.58,123.9324,86.35879999999999,96.384,175,75
2026-05-09 16:13:16.771,4,-0.04,0.89,1.48,23.8052,-95.2338,-43.7506,175,75
2026-05-09 16:13:16.781,1,-3.95,0.9,-0.03,-5.7864,-736.4214,-91.40899999999999,175,75
2026-05-09 16:13:16.781,2,-0.45,0.69,0.73,2.0516000000000005,-6.567399999999999,11.3946,175,75
2026-05-09 16:13:16.781,3,0.37,0.57,1.6,100.88239999999999,11.1188,84.004,175,75
2026-05-09 16:13:16.781,4,-0.15,0.74,1.43,32.3452,-126.69380000000001,-52.7106,175,75
2026-05-09 16:13:16.781,1,-9.64,1.25,-1.33,-78.65639999999999,-448.6814,18.041,175,75
2026-05-09 16:13:16.796,5,0.5,-0.17,-0.7,70.4022,-207.299,121.7992,175,75
2026-05-09 16:13:16.796,2,-0.3,0.74,0.88,5.411600000000001,28.372600000000002,15.7246,175,75
2026-05-09 16:13:16.796,3,0.34,0.44,1.35,65.63239999999999,-51.8112,42.604,175,75
2026-05-09 16:13:16.796,4,-0.35,0.61,1.31,38.0152,-152.4838,-59.7206,175,75
2026-05-09 16:13:16.796,1,8.1,-3.49,-1.22,-260.7864,-26.6614,589.261,175,75
2026-05-09 16:13:16.796,5,1.09,-0.31,-0.73,58.7022,-140.299,117.3692,175,75
2026-05-09 16:13:16.800,2,-0.17,0.65,1.11,5.6516,58.3126,16.4546,175,75
2026-05-09 16:13:16.816,5,1.02,-0.33,-0.51,52.6722,-33.599,108.3492,175,75
2026-05-09 16:13:16.816,4,-0.64,0.44,1.21,51.425200000000004,-172.18380000000002,-55.9406,175,75
2026-05-09 16:13:16.816,3,0.23,0.79,0.97,26.3624,-74.4912,25.534000000000002,175,75
2026-05-09 16:13:16.817,1,-0.62,-2.96,-0.02,34.7636,36.0186,-110.619,175,75
2026-05-09 16:13:16.817,2,0.13,0.24,1.56,5.831600000000001,67.1526,10.4746,175,75
2026-05-09 16:13:16.827,5,1.11,-0.6,-0.1,59.0522,85.921,105.9892,175,75
2026-05-09 16:13:16.827,3,0.08,0.78,0.85,13.0124,-39.4912,10.834,175,75
2026-05-09 16:13:16.827,1,2.73,-1.73,-1.18,-123.7764,203.0286,152.191,175,75
2026-05-09 16:13:16.827,4,-1.04,0.01,1.0,69.0552,-171.93380000000002,-45.8806,175,75
2026-05-09 16:13:16.827,2,0.1,-0.39,1.88,1.3216000000000006,17.092600000000004,7.3046,175,75
2026-05-09 16:13:16.827,5,1.12,-0.39,0.6,80.4722,248.101,104.1292,175,75
2026-05-09 16:13:16.838,3,-0.14,0.75,0.84,-1.5576000000000008,10.2688,-6.9659999999999975,175,75
2026-05-09 16:13:16.838,4,-1.13,-0.63,0.66,83.8652,-130.2338,-36.6106,175,75
2026-05-09 16:13:16.838,2,-0.29,-0.8,1.86,8.8216,-22.787399999999998,21.6346,175,75
2026-05-09 16:13:16.838,5,0.76,-0.67,1.1,36.852199999999996,251.21099999999998,59.1992,175,75
2026-05-09 16:13:16.838,3,-0.33,0.7,0.95,-18.1476,42.7688,-27.766,175,75
2026-05-09 16:13:16.849,4,-0.98,-1.53,0.27,94.5952,-50.293800000000005,-23.8106,175,75
2026-05-09 16:13:16.849,1,1.14,1.26,1.46,-181.21640000000002,-68.7414,49.571,175,75
2026-05-09 16:13:16.849,2,-0.55,-1.16,1.71,21.8716,-22.537399999999998,44.9946,175,75
2026-05-09 16:13:16.849,5,0.45,-0.04,0.76,11.1322,251.21099999999998,-30.1108,175,75
2026-05-09 16:13:16.861,1,-1.27,1.08,-0.15,-99.26639999999999,-134.1614,52.981,175,75
2026-05-09 16:13:16.861,4,-0.91,-2.53,0.26,87.8952,55.746199999999995,5.5794,175,75
2026-05-09 16:13:16.861,5,0.51,-0.22,0.84,-19.5278,251.21099999999998,-139.3408,175,75
2026-05-09 16:13:16.861,2,-0.63,-1.24,1.61,14.191600000000001,0.992600000000003,36.6946,175,75
2026-05-09 16:13:16.872,3,-0.12,0.88,1.32,-80.76759999999999,-0.34119999999999995,-116.056,175,75
2026-05-09 16:13:16.872,1,-1.17,0.67,-0.07,-102.8664,-26.2414,73.471,175,75
2026-05-09 16:13:16.872,5,-1.7,-1.6,2.0,1.6922000000000001,251.21099999999998,-249.8108,175,75
2026-05-09 16:13:16.872,4,-1.29,-2.95,0.66,59.4752,130.56619999999998,34.2994,175,75
2026-05-09 16:13:16.872,3,-0.01,1.09,1.34,-119.48759999999999,0.7487999999999999,-110.87599999999999,175,75
2026-05-09 16:13:16.872,2,-0.15,-0.82,1.76,-9.408399999999999,109.5326,-3.9154,175,75
2026-05-09 16:13:16.889,4,-2.01,-2.45,1.22,-7.5348,170.68619999999999,15.5794,175,75
2026-05-09 16:13:16.889,3,0.06,1.29,1.38,-153.9976,-23.6412,-102.636,175,75
2026-05-09 16:13:16.901,5,-0.95,0.86,2.0,-3.7678,251.21099999999998,-249.8108,175,75
2026-05-09 16:13:16.901,3,0.11,1.33,1.45,-176.80759999999998,-69.3712,-106.356,175,75
2026-05-09 16:13:16.901,1,-0.74,-0.03,0.06,-8.0464,63.028600000000004,45.791,175,75
2026-05-09 16:13:16.901,4,-2.4,-1.59,1.58,-93.7548,208.2462,-80.7006,175,75
2026-05-09 16:13:16.901,2,0.11,-0.49,2.5,-9.408399999999999,132.8226,44.1946,175,75
2026-05-09 16:13:16.901,5,-1.99,0.75,2.0,-105.1078,251.21099999999998,-249.8108,175,75
2026-05-09 16:13:16.912,3,0.17,1.33,1.43,-205.7676,-110.5912,-110.01599999999999,175,75
2026-05-09 16:13:16.912,4,-1.71,-1.2,1.92,-146.9248,255.1362,-146.1306,175,75
2026-05-09 16:13:16.912,2,-0.06,-0.58,2.72,-4.958399999999999,83.43260000000001,20.9046,175,75
2026-05-09 16:13:16.912,5,-2.0,0.23,2.0,-132.1778,251.21099999999998,-249.8108,175,75
2026-05-09 16:13:16.912,3,0.33,1.27,1.31,-240.8876,-139.9812,-105.506,175,75
2026-05-09 16:13:16.912,1,-0.59,-0.11,0.44,-13.8364,40.528600000000004,-24.339000000000002,175,75
2026-05-09 16:13:16.912,4,-0.62,-0.71,2.37,-187.3548,273.8562,6.0094,175,75
2026-05-09 16:13:16.926,5,-2.0,-0.48,1.93,-124.4978,227.191,-240.0808,175,75
2026-05-09 16:13:16.926,2,-0.1,-0.6,2.87,-26.358399999999996,29.102600000000002,1.8845999999999998,175,75
2026-05-09 16:13:16.926,1,-0.71,-0.06,0.42,6.223599999999999,37.2986,-26.469,175,75
2026-05-09 16:13:16.926,3,0.78,0.9,1.06,-271.43760000000003,-169.0012,-110.076,175,75
2026-05-09 16:13:16.926,2,-0.1,-0.4,2.72,-42.3984,-26.687399999999997,-1.4754000000000003,175,75
2026-05-09 16:13:16.937,5,-2.0,-0.71,1.79,-106.4478,12.860999999999999,56.0192,175,75
2026-05-09 16:13:16.937,3,0.03,0.58,0.87,-286.9276,-183.0312,-137.276,175,75
2026-05-09 16:13:16.937,2,-0.07,-0.23,2.53,-46.2984,-75.3474,6.6946,175,75
2026-05-09 16:13:16.937,5,-2.0,-0.39,2.0,-104.7178,-137.809,250.45919999999998,175,75
2026-05-09 16:13:16.948,4,-1.0,-1.17,2.51,-74.0548,1.8461999999999996,-26.3706,175,75
2026-05-09 16:13:16.948,3,-0.17,0.45,0.89,-300.7676,-117.6012,-181.966,175,75
2026-05-09 16:13:16.948,2,-0.09,-0.17,2.28,-44.2884,-104.3074,20.5946,175,75
2026-05-09 16:13:16.948,5,-2.0,0.02,2.0,-120.4278,-232.199,250.45919999999998,175,75
2026-05-09 16:13:16.971,5,-2.0,0.37,2.0,-134.5478,-249.059,250.45919999999998,175,75
2026-05-09 16:13:16.971,1,-0.12,-1.22,0.83,16.0436,80.03859999999999,-38.179,175,75
2026-05-09 16:13:16.971,4,-1.24,-0.89,2.34,-86.0748,-194.62380000000002,-77.89059999999999,175,75
2026-05-09 16:13:16.971,2,-0.13,-0.28,1.98,-46.4184,-121.7474,23.6446,175,75
2026-05-09 16:13:16.971,5,-1.69,0.51,2.0,-173.02779999999998,-249.059,250.45919999999998,175,75
2026-05-09 16:13:16.971,4,-1.22,-0.52,2.01,-92.6548,-215.90380000000002,-87.77059999999999,175,75
2026-05-09 16:13:16.988,5,-1.72,-0.37,2.0,-249.19779999999997,-249.059,250.45919999999998,175,75
2026-05-09 16:13:16.988,2,-0.23,-0.36,1.64,-46.2384,-76.7474,8.3446,175,75
2026-05-09 16:13:16.988,1,0.4,-1.33,1.11,17.9936,106.8686,-13.539,175,75
2026-05-09 16:13:16.988,4,-1.1,-0.16,1.61,-75.6448,-217.18380000000002,-89.11059999999999,175,75
2026-05-09 16:13:16.988,5,-1.6,-1.12,1.81,-249.19779999999997,-249.059,250.45919999999998,175,75
2026-05-09 16:13:16.988,3,-4.33,-2.21,6.8,278.2524,-149.5512,-175.996,175,75
2026-05-09 16:13:17.001,1,0.27,-1.23,1.43,21.2836,99.2486,-22.019000000000002,175,75
