Time,ID,Ax,Ay,Az,Gx,Gy,Gz,H,W
2026-05-09 17:09:54.032,2,-0.26,-0.65,-0.26,-87.2244,-270.8174,50.6164,175,75
2026-05-09 17:09:54.032,1,0.1,0.28,0.96,-98.798,-5.6952,30.3932,175,75
2026-05-09 17:09:54.032,3,-0.33,-0.38,1.21,107.79180000000001,33.6072,-23.512,175,75
2026-05-09 17:09:54.033,4,0.27,-0.03,2.31,80.4654,-13.570599999999999,54.927,175,75
2026-05-09 17:09:54.033,1,0.12,0.3,0.79,-96.47800000000001,-3.0152,30.4532,175,75
2026-05-09 17:09:54.033,5,0.42,-0.06,0.54,-0.9322,-27.7254,27.913800000000002,175,75
2026-05-09 17:09:54.043,3,-0.34,-0.41,1.25,113.76180000000001,26.7772,-26.561999999999998,175,75
2026-05-09 17:09:54.043,1,0.16,0.23,0.74,-91.418,8.9348,34.1732,175,75
2026-05-09 17:09:54.060,4,0.27,-0.06,2.32,89.7354,-81.92060000000001,37.797,175,75
2026-05-09 17:09:54.060,5,0.51,-0.14,0.71,8.1378,-6.5954,56.733799999999995,175,75
2026-05-09 17:09:54.060,2,-0.28,-0.76,-0.68,-118.8644,-105.14739999999999,58.6564,175,75
2026-05-09 17:09:54.060,3,-0.41,-0.34,1.2,114.07180000000001,19.1572,-30.582,175,75
2026-05-09 17:09:54.060,1,0.18,0.28,0.85,-88.30799999999999,15.704799999999999,36.7932,175,75
2026-05-09 17:09:54.060,4,0.29,-0.13,2.28,109.4854,-115.0906,31.456999999999997,175,75
2026-05-09 17:09:54.071,5,0.56,-0.19,0.95,18.1378,8.1846,86.4138,175,75
2026-05-09 17:09:54.071,2,-0.21,-0.85,-0.7,-135.7544,-7.767399999999995,58.8464,175,75
2026-05-09 17:09:54.071,3,-0.51,-0.21,1.13,113.3318,28.607200000000002,-31.072,175,75
2026-05-09 17:09:54.071,1,0.16,0.33,0.9,-89.22800000000001,10.6448,38.1332,175,75
2026-05-09 17:09:54.071,5,0.55,-0.26,1.19,25.3678,19.084600000000002,106.6738,175,75
2026-05-09 17:09:54.071,2,-0.1,-0.99,-0.63,-153.86440000000002,87.53260000000002,56.0364,175,75
2026-05-09 17:09:54.071,4,0.35,-0.29,2.24,137.7154,-119.1106,34.867,175,75
2026-05-09 17:09:54.081,3,-0.52,-0.13,1.07,115.4718,54.7672,-33.211999999999996,175,75
2026-05-09 17:09:54.081,5,0.36,-0.32,1.34,27.6478,29.7146,108.3838,175,75
2026-05-09 17:09:54.081,2,0.03,-1.18,-0.45,-170.0244,160.4626,47.4364,175,75
2026-05-09 17:09:54.081,4,0.47,-0.48,2.26,168.8754,-109.7806,39.927,175,75
2026-05-09 17:09:54.092,3,-0.39,-0.11,1.22,123.21180000000001,66.8972,-40.342,175,75
2026-05-09 17:09:54.093,1,0.23,0.3,0.7,-89.648,10.4648,38.3832,175,75
2026-05-09 17:09:54.093,5,0.02,-0.36,1.35,24.8778,34.8146,88.60379999999999,175,75
2026-05-09 17:09:54.093,4,0.55,-0.63,2.27,191.1954,-108.20060000000001,42.427,175,75
